PrecinctID,PrecinctPop,DemocratP,GreenP,LibertarianP,OtherPartiesP,RepublicanP,UnaffiliatedP
24021024-001,1863,0.366076,0.00214707,0.00536769,0.00161031,0.422974,0.201825
24021024-002,923,0.349946,0.00650054,0.00325027,0.00541712,0.414951,0.219935
24021024-003,548,0.374088,0.00912409,0.00547445,0.00364964,0.417883,0.189781
24021024-004,9,0,0,0,0,0.777778,0.222222
24021024-005,1018,0.429273,0.00196464,0.00491159,0,0.334971,0.22888
24021024-006,20,0.2,0,0.05,0,0.45,0.3
24021025-001,3372,0.375445,0.00326216,0.0106762,0.00207592,0.342527,0.266014
24021026-001,3486,0.353414,0.00458979,0.00860585,0.00114745,0.42226,0.209983
24021026-002,3109,0.35735,0.00289482,0.00836282,0.00160823,0.401094,0.228691
24023001-000,1283,0.249415,0.000779423,0.00155885,0.00311769,0.650818,0.0943102
24023002-000,1260,0.224603,0.00238095,0.0047619,0.00555556,0.62619,0.136508
24023003-001,1659,0.188065,0.00241109,0.00602773,0.00361664,0.661844,0.138035
24023003-002,513,0.204678,0,0.00194932,0.00974659,0.65692,0.126706
24023004-000,508,0.216535,0,0.00393701,0.00590551,0.627953,0.145669
24023005-000,1300,0.200769,0.000769231,0.00615385,0.01,0.651538,0.130769
24023006-000,1513,0.216788,0.00330469,0.00793126,0.011236,0.617978,0.142763
24023007-000,1590,0.225157,0.00377358,0.00754717,0.00628931,0.649057,0.108176
24023008-001,509,0.198428,0.00196464,0,0.0117878,0.693517,0.0943026
24023008-002,563,0.159858,0.0035524,0.0053286,0.0142096,0.714032,0.10302
24023009-000,889,0.232846,0.00112486,0.00787402,0.00674916,0.607424,0.143982
24023010-000,1384,0.231936,0.00216763,0.00433526,0.00794798,0.622832,0.13078
24023011-000,95,0.168421,0.0105263,0,0.0210526,0.673684,0.126316
24023012-000,577,0.140381,0,0.0034662,0.0034662,0.717504,0.135182
24023013-000,407,0.336609,0,0.004914,0.004914,0.562654,0.0909091
24023014-001,2096,0.198473,0.000477099,0.00763359,0.00477099,0.664599,0.124046
24023014-002,889,0.176603,0.00337458,0.0101237,0.00899888,0.668166,0.132733
24023015-000,406,0.224138,0,0.00738916,0,0.667488,0.100985
24023016-000,2227,0.215986,0.00179614,0.00359228,0.00942973,0.642119,0.127077
24025001-001,3301,0.631021,0.00242351,0.00969403,0.00454408,0.169343,0.182975
24025001-002,2065,0.384504,0.000968523,0.00532688,0.00435835,0.400969,0.203874
24025001-003,1672,0.55622,0.00358852,0.00598086,0.00538278,0.232057,0.19677
24025001-004,2639,0.447518,0.00265252,0.00795756,0.00795756,0.335733,0.198181
24025001-005,2364,0.538071,0.00211506,0.00634518,0.0071912,0.266074,0.180203
24025001-006,3114,0.656069,0.00224791,0.00610148,0.00674374,0.149647,0.179191
24025001-007,1824,0.333882,0.00219298,0.00657895,0.00822368,0.451754,0.197368
24025001-008,3744,0.332265,0.00213675,0.00747863,0.00534188,0.423878,0.2289
24025001-009,2435,0.359343,0.00246407,0.00616016,0.00698152,0.41807,0.206982
24025001-010,3693,0.479285,0.00270783,0.00866504,0.00595722,0.312483,0.190902
24025001-011,2858,0.341498,0.00174948,0.00874738,0.00524843,0.436669,0.206088
24025001-012,2939,0.333106,0.00102076,0.00510378,0.00306227,0.470568,0.187138
24025001-013,1579,0.409753,0.00379987,0.00949968,0.00759975,0.345788,0.223559
24025001-014,3984,0.310241,0.00301205,0.0065261,0.00753012,0.480171,0.19252
24025001-015,2840,0.388028,0.00352113,0.0112676,0.00633803,0.370775,0.22007
24025001-016,2937,0.456248,0.00136193,0.0115764,0.00476677,0.308819,0.217228
24025001-017,457,0.319475,0.00437637,0,0.00656455,0.461707,0.207877
24025001-018,2018,0.433102,0.00148662,0.00545094,0.00693756,0.353816,0.199207
24025001-019,2832,0.598517,0.00247175,0.00600282,0.0045904,0.196328,0.19209
24025001-020,3516,0.512799,0.00170648,0.0059727,0.00483504,0.254551,0.220137
24025001-021,893,0.338186,0.00335946,0.0100784,0.012318,0.423292,0.212766
24025001-022,244,0.385246,0,0.0245902,0.00819672,0.377049,0.204918
24025001-023,377,0.427056,0.00265252,0.00530504,0.00795756,0.363395,0.193634
24025001-024,522,0.450192,0.00574713,0.00383142,0.00191571,0.369732,0.168582
24025001-025,26,0.384615,0,0,0,0.346154,0.269231
24025001-026,1424,0.412921,0.00210674,0.011236,0.00351124,0.375702,0.194522
24025001-027,1467,0.3197,0.00136333,0.00340832,0.00545331,0.425358,0.244717
24025001-041,1794,0.457637,0.0039019,0.00724638,0.00668896,0.3233,0.201226
24025001-045,2555,0.371037,0.00117417,0.00900196,0.00430528,0.425049,0.189432
24025002-001,676,0.443787,0.00147929,0.00739645,0.00739645,0.319527,0.220414
24025002-002,3277,0.305157,0.00244126,0.0064083,0.00457736,0.493744,0.187672
24025002-003,1738,0.456272,0.000575374,0.0103567,0.00460299,0.33084,0.197353
24025002-004,151,0.344371,0,0.0198675,0,0.410596,0.225166
24025002-005,207,0.289855,0.00483092,0.00483092,0.00483092,0.415459,0.280193
24025002-007,175,0.502857,0.00571429,0.0114286,0.00571429,0.285714,0.188571
24025002-010,2755,0.545917,0.00508167,0.00798548,0.00653358,0.230127,0.204356
24025002-011,2477,0.429552,0.00403714,0.00524828,0.00726686,0.357287,0.196609
24025002-014,2145,0.538462,0.002331,0.00885781,0.0102564,0.213986,0.226107
24025002-015,2247,0.516689,0.00400534,0.00578549,0.00623053,0.257677,0.209613
24025002-019,741,0.425101,0.00134953,0.00944669,0.00404858,0.261808,0.298246
24025002-020,53,0.226415,0,0,0,0.54717,0.226415
24025002-021,105,0.352381,0.00952381,0.00952381,0,0.4,0.228571
24025002-022,65,0.4,0,0.0153846,0.0153846,0.446154,0.123077
24025003-002,2653,0.276291,0.00414625,0.00603091,0.00678477,0.528458,0.178289
24025003-003,3728,0.244903,0.00160944,0.00697425,0.00456009,0.579936,0.162017
24025003-004,1735,0.243804,0.00172911,0.00691643,0.00576369,0.564265,0.177522
24025003-005,3531,0.228547,0.00141603,0.00849618,0.00651374,0.565845,0.189182
24025003-006,3075,0.281301,0.00162602,0.00747967,0.00390244,0.530407,0.175285
24025003-007,2953,0.285134,0.00169319,0.0104978,0.00778869,0.522181,0.172706
24025003-008,3029,0.292506,0.000990426,0.00792341,0.00594256,0.505447,0.18719
24025003-009,3342,0.289348,0.00239378,0.00688211,0.00598444,0.511071,0.184321
24025003-010,2993,0.373872,0.0026729,0.00902105,0.0076846,0.417307,0.189442
24025003-011,1916,0.308455,0.00313152,0.00678497,0.00626305,0.480167,0.195198
24025003-012,2224,0.328237,0.00269784,0.00854317,0.00539568,0.4375,0.217626
24025003-013,3094,0.288623,0.00323206,0.0106658,0.00872657,0.507434,0.181319
24025003-014,2410,0.314938,0.000414938,0.006639,0.00539419,0.479668,0.192946
24025003-015,2360,0.299576,0.00127119,0.00974576,0.00805085,0.476271,0.205085
24025003-016,2369,0.327564,0.0021106,0.00422119,0.00548755,0.484593,0.176024
24025003-017,2465,0.307911,0.00162272,0.00730223,0.00689655,0.494118,0.18215
24025003-018,2262,0.337754,0.00221043,0.00751547,0.00928382,0.414235,0.229001
24025003-019,2722,0.270757,0.00146951,0.00587803,0.0047759,0.517267,0.199853
24025003-020,2480,0.265726,0.00201613,0.00483871,0.00443548,0.535081,0.187903
24025003-021,2993,0.288339,0.00200468,0.00868694,0.00534581,0.48012,0.215503
24025003-022,3243,0.259328,0.00185014,0.0104841,0.00339192,0.522973,0.201973
24025003-023,2959,0.332545,0.00135181,0.00811085,0.00574518,0.471105,0.181142
24025003-024,2426,0.274938,0.0012366,0.00741962,0.00741962,0.525969,0.183017
24025003-026,751,0.238349,0.00399467,0.00532623,0.00266312,0.591212,0.158455
24025003-027,349,0.30659,0.00286533,0.00286533,0.0114613,0.498567,0.17765
24025004-001,1813,0.262548,0.00165472,0.00772201,0.00661886,0.555433,0.166023
24025004-002,2655,0.249718,0.00188324,0.0079096,0.00828625,0.567608,0.164595
24025004-003,2683,0.22363,0.00111815,0.00857249,0.00782706,0.580321,0.178531
24025004-004,2705,0.240296,0.00110906,0.00702403,0.00480591,0.577449,0.169316
24025004-005,3392,0.264741,0.0026533,0.00648585,0.00619104,0.558078,0.161851
24025004-006,2055,0.246715,0.00145985,0.00778589,0.00729927,0.558151,0.178589
24025004-007,1397,0.256263,0.00143164,0.0100215,0.00429492,0.572656,0.155333
24025005-001,2508,0.261962,0.0015949,0.00797448,0.00677831,0.553429,0.168262
24025005-002,2309,0.236899,0.0034647,0.00649632,0.00303162,0.576873,0.173235
24025005-003,2612,0.230475,0.000382848,0.00803982,0.00535988,0.588821,0.166922
24025005-004,1567,0.28462,0.00255265,0.00765795,0.00127632,0.51053,0.193363
24025006-001,2005,0.466334,0.00448878,0.0104738,0.00947631,0.281297,0.22793
24025006-002,2275,0.38989,0.00263736,0.00747253,0.00527473,0.38022,0.214505
24025006-003,2058,0.449466,0.00388727,0.0102041,0.00874636,0.311467,0.216229
24025006-004,175,0.371429,0,0,0.00571429,0.434286,0.188571
24025006-005,373,0.552279,0,0.00536193,0,0.201072,0.241287
24025006-006,4266,0.383263,0.00140647,0.00656353,0.0105485,0.375527,0.222691
24025006-007,374,0.328877,0.00534759,0.0160428,0.013369,0.419786,0.216578
24027001-001,2432,0.466283,0.00287829,0.00863487,0.00452303,0.311678,0.206003
24027001-002,580,0.396552,0.00172414,0.00517241,0.0103448,0.374138,0.212069
24027001-003,1930,0.473575,0.00207254,0.00621762,0.00673575,0.248705,0.262694
24027001-004,3058,0.413342,0.00163506,0.00523218,0.00654022,0.347286,0.225965
24027001-005,687,0.403202,0,0.00291121,0.00873362,0.334789,0.250364
24027001-006,1808,0.496681,0.00387168,0.00608407,0.00940265,0.23396,0.25
24027001-007,797,0.450439,0.00125471,0.00376412,0.00501882,0.254705,0.284818
24027001-008,1913,0.493988,0.0026137,0.00679561,0.012023,0.263983,0.220596
24027001-009,1698,0.469965,0.0041225,0.0041225,0.00824499,0.247939,0.265607
24027001-010,1529,0.516024,0.000654022,0.00523218,0.00784827,0.248528,0.221714
24027001-011,920,0.425,0.00543478,0.00652174,0.00543478,0.290217,0.267391
24027001-012,872,0.438073,0.00229358,0.0103211,0.00573394,0.317661,0.225917
24027001-013,1403,0.451176,0.00285103,0.00498931,0.00712758,0.323592,0.210264
24027001-014,1800,0.443889,0.00222222,0.00555556,0.00944444,0.335,0.203889
24027001-015,3607,0.58636,0.00304963,0.00720821,0.00720821,0.148877,0.247297
24027001-016,691,0.40521,0.00434153,0.0144718,0.00723589,0.290883,0.277858
24027001-017,728,0.635989,0.00137363,0.00549451,0.00412088,0.174451,0.178571
24027001-018,378,0.415344,0,0.00793651,0.0132275,0.304233,0.259259
24027001-019,63,0.333333,0,0,0,0.333333,0.333333
24027001-020,586,0.363481,0,0.0102389,0.0119454,0.40785,0.206485
24027001-021,1870,0.573262,0.00320856,0.00534759,0.00695187,0.170053,0.241176
24027002-001,2211,0.51877,0.00180914,0.00587969,0.00995025,0.217096,0.246495
24027002-002,3115,0.430177,0.0035313,0.00545746,0.0125201,0.282504,0.265811
24027002-003,2762,0.454381,0.00181028,0.00760319,0.00760319,0.299059,0.229544
24027002-004,1806,0.557032,0.00221484,0.00442968,0.00664452,0.206534,0.223145
24027002-005,1525,0.442623,0.00196721,0.00721311,0.0118033,0.290492,0.245902
24027002-006,1564,0.466752,0.00319693,0.00383632,0.0108696,0.283887,0.231458
24027002-007,1879,0.387972,0.00319319,0.00425758,0.00904737,0.385311,0.210218
24027002-008,2361,0.438797,0.0016942,0.00508259,0.00931809,0.315968,0.22914
24027002-009,2712,0.560472,0.00405605,0.00589971,0.0125369,0.189897,0.227139
24027002-010,1419,0.485553,0.00281889,0.00352361,0.00634249,0.264975,0.236786
24027002-011,2376,0.420034,0.00210438,0.00631313,0.00589226,0.339646,0.22601
24027002-012,2795,0.47585,0.00250447,0.00286225,0.00894454,0.314132,0.195707
24027002-013,929,0.546825,0.00215285,0.00430571,0.0129171,0.229279,0.204521
24027002-014,1006,0.565606,0.00596421,0.00298211,0.0129225,0.195825,0.2167
24027002-015,2164,0.445933,0.00138632,0.000462107,0.00693161,0.304529,0.240758
24027002-016,2554,0.475333,0.00195771,0.00391543,0.00509005,0.277604,0.2361
24027002-017,506,0.476285,0.00395257,0.00592885,0.013834,0.235178,0.264822
24027002-018,2181,0.415406,0.00275103,0.00550206,0.0087116,0.342962,0.224668
24027002-019,1607,0.39888,0.00373367,0.0056005,0.00746733,0.35781,0.226509
24027002-020,968,0.540289,0.00206612,0.0072314,0.0216942,0.228306,0.200413
24027002-021,350,0.477143,0,0.0142857,0.00571429,0.302857,0.2
24027002-022,53,0.54717,0.0377358,0.0377358,0,0.264151,0.113208
24027002-023,1421,0.59817,0.00351865,0.00492611,0.00562984,0.178044,0.209711
24027002-024,1407,0.410092,0.000710732,0.00568586,0.00710732,0.357498,0.218905
24027002-025,1524,0.437664,0.0019685,0.00656168,0.00590551,0.324147,0.223753
24027002-026,1737,0.449626,0.00805987,0.00690846,0.00575705,0.270581,0.259067
24027003-001,1743,0.380952,0.00286862,0.00401606,0.00860585,0.391853,0.211704
24027003-002,3286,0.362751,0.00365186,0.00456482,0.00669507,0.418746,0.203591
24027003-003,2391,0.400669,0.00083647,0.00418235,0.0108741,0.373484,0.209954
24027003-004,296,0.331081,0,0.00337838,0.0135135,0.432432,0.219595
24027003-005,4089,0.400831,0.00220103,0.00562485,0.00953778,0.347518,0.234287
24027003-006,1935,0.347804,0.00206718,0.00930233,0.00878553,0.413953,0.218088
24027004-001,1478,0.288904,0.00338295,0.00744249,0.00811908,0.487821,0.20433
24027004-002,1778,0.326209,0.00112486,0.00224972,0.00674916,0.453318,0.210349
24027004-003,1948,0.270021,0.00154004,0.00513347,0.013347,0.524641,0.185318
24027004-004,2438,0.289582,0.00123052,0.00943396,0.0102543,0.495898,0.193601
24027004-005,1614,0.263321,0.00247831,0.00743494,0.00619579,0.536555,0.184015
24027004-006,2365,0.29852,0.000845666,0.00549683,0.00930233,0.474419,0.211416
24027005-001,3401,0.398412,0.000588062,0.00588062,0.00999706,0.334607,0.250515
24027005-002,849,0.630153,0.00117786,0.00353357,0.0153121,0.201413,0.14841
24027005-003,2707,0.668637,0.00147765,0.00701884,0.00812708,0.133358,0.181382
24027005-004,2976,0.658266,0.00168011,0.00739247,0.00672043,0.138441,0.1875
24027005-005,2875,0.466783,0.00173913,0.00730435,0.008,0.280348,0.235826
24027005-006,4105,0.443849,0.00121803,0.00828258,0.00657734,0.290621,0.249452
24027005-007,1670,0.622156,0.00359281,0.00419162,0.011976,0.132335,0.225749
24027005-008,1905,0.673491,0.00314961,0.00839895,0.00892388,0.113386,0.192651
24027005-009,1997,0.650476,0.00300451,0.00500751,0.00751127,0.135704,0.198297
24027005-010,2926,0.45933,0.00136705,0.00341763,0.00649351,0.226931,0.302461
24027005-011,1401,0.384011,0.00142755,0.00356888,0.0142755,0.367595,0.229122
24027005-012,1809,0.615257,0.00110558,0.00829187,0.00718629,0.17026,0.197899
24027005-013,1071,0.569561,0.000933707,0.00373483,0.0112045,0.222222,0.192344
24027005-014,898,0.536748,0.00222717,0.00334076,0.0167038,0.243875,0.197105
24027005-015,2503,0.603676,0.00159808,0.00679185,0.00599281,0.169796,0.212145
24027005-016,1876,0.566631,0.00319829,0.00692964,0.00852878,0.178038,0.236674
24027005-017,1620,0.568519,0.000617284,0.00432099,0.00925926,0.214815,0.202469
24027005-018,1357,0.629329,0.00294768,0.00663228,0.00442152,0.141489,0.215181
24027005-019,2595,0.36262,0.0026975,0.00770713,0.00655106,0.37842,0.242004
24027005-020,1940,0.389175,0.000515464,0.00515464,0.0056701,0.352577,0.246907
24027005-021,2105,0.63943,0.00142518,0.00807601,0.00665083,0.146318,0.1981
24027005-022,3329,0.494443,0.00270351,0.0033043,0.00991289,0.221989,0.267648
24027005-023,1537,0.601171,0.00195185,0.00260247,0.00845804,0.173064,0.212752
24027005-024,1070,0.401869,0.00280374,0.00373832,0.00934579,0.325234,0.257009
24027006-001,1762,0.518161,0.00340522,0.00964813,0.00964813,0.231555,0.227582
24027006-002,2822,0.637845,0.0042523,0.00531538,0.00673281,0.148831,0.197023
24027006-003,1333,0.471118,0.00225056,0.0060015,0.00975244,0.312828,0.19805
24027006-004,2126,0.507996,0.00235183,0.00611477,0.00752587,0.279398,0.196613
24027006-005,1449,0.597654,0.000690131,0.00966184,0.00621118,0.172533,0.213251
24027006-006,1187,0.58888,0.00505476,0.00758214,0.00758214,0.191238,0.199663
24027006-007,1546,0.57762,0.00129366,0.00388098,0.00776197,0.209573,0.199871
24027006-008,1454,0.65337,0.00275103,0.0123796,0.0110041,0.121045,0.19945
24027006-009,1801,0.655747,0.00222099,0.00777346,0.0149917,0.118823,0.200444
24027006-010,1674,0.583632,0.000597372,0.00657109,0.0083632,0.193548,0.207288
24027006-011,1747,0.591299,0.00228964,0.00515169,0.00457928,0.172295,0.224385
24027006-012,779,0.593068,0.0012837,0.00641849,0.00513479,0.174583,0.219512
24027006-013,1475,0.539661,0.00135593,0.00813559,0.0101695,0.221017,0.219661
24027006-014,1560,0.628846,0.00705128,0.00641026,0.0121795,0.142949,0.202564
24027006-015,1780,0.613483,0.00561798,0.00280899,0.00955056,0.161798,0.206742
24027006-016,2358,0.629347,0.00212044,0.00551315,0.00848176,0.15352,0.201018
24027006-017,2273,0.671799,0.00439947,0.00527937,0.00879894,0.110427,0.199296
24027006-018,1537,0.550423,0.00130124,0.00585556,0.0071568,0.235524,0.19974
24027006-019,2281,0.6484,0.00306883,0.00438404,0.00832968,0.124507,0.211311
24027006-020,1935,0.582429,0.000516796,0.0103359,0.00671835,0.175711,0.224289
24027006-021,1279,0.65129,0.00156372,0.00547303,0.00860047,0.11337,0.219703
24027006-022,1617,0.61039,0.00185529,0.00494743,0.00680272,0.164502,0.211503
24027006-023,827,0.512696,0.00120919,0.00725514,0.00967352,0.25393,0.215236
24027006-024,2115,0.573522,0.000945626,0.00661939,0.00614657,0.172577,0.240189
24027006-025,829,0.431846,0.00241255,0.00361882,0.0108565,0.316043,0.235223
24027006-026,2393,0.615545,0.00376097,0.00459674,0.00752194,0.172587,0.195988
24027006-027,2034,0.558505,0.00294985,0.00737463,0.00589971,0.17355,0.251721
24027006-028,2847,0.446786,0.000702494,0.00491746,0.00842993,0.304882,0.234282
24027006-029,4069,0.567461,0.00172032,0.00417793,0.00983043,0.182109,0.234701
24027006-030,1286,0.614308,0.00622084,0.00622084,0.00777605,0.152411,0.213064
24027006-031,1371,0.646244,0.00291758,0.00802334,0.00656455,0.13202,0.20423
24027006-032,1688,0.393365,0.00177725,0.00473934,0.00888626,0.351303,0.239929
24027006-033,1928,0.542012,0.00259336,0.00726141,0.00985477,0.219398,0.21888
24027006-034,1882,0.658874,0.00159405,0.00478215,0.00797024,0.126461,0.200319
24027006-035,3663,0.561289,0.001911,0.00546001,0.00982801,0.179907,0.241605
24029001-001,1030,0.38932,0.00291262,0.00970874,0.00776699,0.414563,0.175728
24029001-002,1427,0.367905,0.00350385,0.00981079,0.0105116,0.428171,0.180098
24029002-001,1245,0.367068,0.00160643,0.00883534,0.00803213,0.441767,0.172691
24029003-001,1460,0.440411,0.00136986,0.00479452,0.00616438,0.380822,0.166438
24029003-002,519,0.495183,0,0.00963391,0.017341,0.342967,0.134875
24029004-001,2007,0.534629,0.00398605,0.00348779,0.00597907,0.298455,0.153463
24029004-002,1409,0.574876,0.00283889,0.00567779,0.00567779,0.273953,0.136977
24029005-001,1824,0.435855,0.00109649,0.00712719,0.00932018,0.384868,0.161732
24029006-001,1213,0.464138,0.00247321,0.00412201,0.00494641,0.371805,0.152514
24029007-001,985,0.527919,0,0.00203046,0.0071066,0.330964,0.13198
24031001-001,2198,0.377161,0.00181984,0.00682439,0.00682439,0.380801,0.22657
24031001-002,2425,0.413608,0.0028866,0.00536082,0.0123711,0.360412,0.205361
24031001-003,3913,0.574751,0.00204447,0.00741119,0.0104779,0.186558,0.218758
24031001-004,2037,0.571919,0.00343643,0.00638193,0.00883652,0.18704,0.222386
24031001-005,2953,0.45276,0.00135455,0.00304775,0.0111751,0.308161,0.223502
24031001-006,1788,0.500559,0.00111857,0.00559284,0.00671141,0.246644,0.239374
24031001-007,449,0.418708,0,0.00222717,0.00222717,0.365256,0.211581
24031002-001,4817,0.544945,0.00166078,0.00726593,0.00913432,0.182064,0.25493
24031002-002,4014,0.578724,0.00149477,0.00323866,0.0107125,0.163179,0.242651
24031002-003,3457,0.619034,0.00260341,0.00578536,0.00925658,0.132485,0.230836
24031002-004,4542,0.588507,0.00242184,0.00506385,0.00572435,0.154337,0.243945
24031002-005,3470,0.563977,0.00432277,0.0074928,0.0074928,0.190778,0.225937
24031002-006,4725,0.526772,0.00126984,0.00486772,0.00888889,0.180952,0.277249
24031002-007,94,0.414894,0,0,0,0.340426,0.244681
24031002-008,4057,0.497658,0.00221839,0.00640868,0.00739463,0.227508,0.258812
24031002-009,540,0.444444,0.0037037,0.00185185,0.0037037,0.372222,0.174074
24031002-010,1499,0.541027,0.000667111,0.006004,0.0113409,0.176117,0.264843
24031002-011,3672,0.515795,0.000816993,0.00599129,0.00898693,0.204521,0.263889
24031003-001,2865,0.404188,0.00209424,0.00732984,0.0115183,0.328098,0.246771
24031003-002,2312,0.399654,0.0017301,0.00475779,0.00778547,0.356401,0.229671
24031004-001,3692,0.624052,0.00406284,0.00704225,0.00568797,0.141387,0.217768
24031004-002,3259,0.585149,0.00245474,0.00306843,0.00767106,0.159558,0.242099
24031004-003,4394,0.59035,0.002731,0.00682749,0.0106964,0.161356,0.228038
24031004-004,2142,0.592437,0.00233427,0.00653595,0.00513539,0.153128,0.24043
24031004-005,2894,0.581202,0.00207326,0.00380097,0.00656531,0.158604,0.247754
24031004-006,2324,0.580034,0.00473322,0.00774527,0.00473322,0.19191,0.210843
24031004-007,2421,0.576621,0.00578273,0.00536968,0.00619579,0.163569,0.242462
24031004-008,4247,0.627031,0.00259006,0.00635743,0.0120085,0.131622,0.220391
24031004-009,1564,0.60422,0.0044757,0.00831202,0.00831202,0.149616,0.225064
24031004-010,2674,0.560583,0.000747943,0.00411369,0.00710546,0.186612,0.240838
24031004-011,799,0.56821,0.00125156,0.00876095,0.0112641,0.222778,0.187735
24031004-012,3460,0.555491,0.00260116,0.00260116,0.0106936,0.185838,0.242775
24031004-013,2200,0.587273,0.000909091,0.00636364,0.0104545,0.198182,0.196818
24031004-014,3587,0.572623,0.00278784,0.00696961,0.00529691,0.156119,0.256203
24031004-015,1621,0.578655,0.00246761,0.00740284,0.00493523,0.132634,0.273905
24031004-016,4155,0.544886,0.00264741,0.00240674,0.00770156,0.179302,0.263057
24031004-017,2916,0.620713,0.00171468,0.00514403,0.00685871,0.137174,0.228395
24031004-018,2998,0.563376,0.00133422,0.00400267,0.00767178,0.197465,0.226151
24031004-019,1917,0.519562,0.00260824,0.00208659,0.00886802,0.187793,0.279082
24031004-020,3993,0.526171,0.00225394,0.00626096,0.012021,0.212873,0.240421
24031004-021,2678,0.59298,0.00112024,0.00336072,0.00746826,0.166542,0.228529
24031004-023,267,0.468165,0.00374532,0.00374532,0.0149813,0.243446,0.265918
24031004-024,2658,0.530474,0.00150489,0.00225734,0.00752445,0.173062,0.285177
24031004-025,1749,0.581475,0.000571755,0.00400229,0.00743282,0.184105,0.222413
24031004-026,2117,0.58479,0.0042513,0.0056684,0.0056684,0.170997,0.228625
24031004-027,509,0.638507,0.00392927,0.00982318,0.0137525,0.102161,0.231827
24031004-028,1353,0.65558,0.00221729,0.00739098,0.0103474,0.117517,0.206948
24031004-029,1362,0.487518,0.000734214,0.00220264,0.00587372,0.173275,0.330396
24031004-030,2728,0.615103,0.00146628,0.00329912,0.00769795,0.123534,0.2489
24031004-031,2864,0.606145,0.00104749,0.00384078,0.00837989,0.137919,0.242668
24031004-032,1366,0.551977,0,0.00292826,0.00951684,0.207174,0.228404
24031004-033,252,0.603175,0.00396825,0,0.0119048,0.107143,0.27381
24031004-034,1843,0.528486,0.00271297,0.00271297,0.00705372,0.252306,0.206728
24031004-035,395,0.549367,0.00253165,0.00506329,0.0278481,0.174684,0.240506
24031004-036,0,0,0,0,0,0,0
24031004-037,247,0.663968,0.00404858,0.00404858,0.00404858,0.0769231,0.246964
24031004-038,86,0.534884,0,0.0116279,0.0232558,0.104651,0.325581
24031004-040,152,0.631579,0,0,0.00657895,0.111842,0.25
24031004-042,7,0.428571,0,0,0,0.142857,0.428571
24031004-043,23,0.608696,0,0,0,0.217391,0.173913
24031005-001,3606,0.621464,0.00305047,0.00277316,0.00721021,0.170826,0.194676
24031005-002,3127,0.726255,0.00223857,0.00287816,0.00447713,0.0767509,0.1874
24031005-003,4072,0.689096,0.00147348,0.00270138,0.00687623,0.116896,0.182957
24031005-004,1786,0.699328,0.00111982,0.00279955,0.00951848,0.159574,0.12766
24031005-005,2511,0.653126,0.00278773,0.00358423,0.0083632,0.129032,0.203106
24031005-006,3912,0.65593,0.00332311,0.0053681,0.00511247,0.129346,0.20092
24031005-008,3140,0.675159,0.0022293,0.00414013,0.00796178,0.125478,0.185032
24031005-009,3901,0.622148,0.000512689,0.00281979,0.00615227,0.177134,0.191233
24031005-010,2331,0.707422,0.001716,0.00514801,0.00815101,0.0960961,0.181467
24031005-011,2525,0.670495,0.00356436,0.00475248,0.00633663,0.133861,0.18099
24031005-012,4810,0.661954,0.0018711,0.004158,0.004158,0.125364,0.202495
24031005-013,3967,0.75271,0.00277288,0.00504159,0.0105873,0.0557096,0.173179
24031005-014,1849,0.665224,0.003245,0.00757166,0.0102758,0.102758,0.210925
24031005-015,3549,0.554804,0.00225416,0.00450831,0.00591716,0.21978,0.212736
24031005-016,3265,0.63124,0.00214395,0.00245023,0.00520674,0.165391,0.193568
24031005-017,3635,0.660248,0.00165062,0.00385144,0.00440165,0.145805,0.184044
24031005-018,1795,0.483565,0.00389972,0.00612813,0.00779944,0.275766,0.222841
24031005-019,3382,0.561502,0.00147842,0.00650503,0.00413956,0.223536,0.202839
24031005-021,3620,0.751105,0.00303867,0.00497238,0.00911602,0.061326,0.170442
24031005-022,1584,0.609848,0.00252525,0.00568182,0.00441919,0.178662,0.198864
24031005-023,4829,0.705529,0.00186374,0.00331332,0.00434873,0.0962932,0.188652
24031006-001,2216,0.43231,0.00135379,0.00451264,0.00767148,0.32852,0.225632
24031006-002,3655,0.449248,0.00109439,0.00218878,0.0101231,0.245691,0.291655
24031006-003,2446,0.494685,0.00245298,0.0053148,0.00899428,0.238757,0.249796
24031006-004,2282,0.563541,0.00306748,0.0035057,0.00876424,0.166082,0.255039
24031006-005,3737,0.503077,0.00187316,0.00374632,0.0107038,0.245116,0.235483
24031006-006,2950,0.518305,0.00338983,0.00305085,0.00847458,0.165763,0.301017
24031006-007,4070,0.508108,0.0019656,0.0041769,0.00589681,0.201966,0.277887
24031006-008,1981,0.548208,0.00100959,0.00302877,0.00706714,0.156487,0.2842
24031006-009,2966,0.4029,0.00236008,0.00472016,0.00842886,0.330411,0.25118
24031006-010,3152,0.620876,0.00222081,0.00475888,0.00824873,0.139594,0.224302
24031006-011,69,0.507246,0,0,0,0.304348,0.188406
24031006-013,1917,0.543036,0.00312989,0.00365154,0.00730308,0.2024,0.24048
24031006-014,1370,0.49562,0.00218978,0.00583942,0.00729927,0.162044,0.327007
24031006-015,4129,0.523371,0.00121095,0.00411722,0.00532817,0.182853,0.283119
24031007-001,1654,0.632406,0.00362757,0.00665054,0.0102781,0.131802,0.215236
24031007-002,2180,0.618349,0.000917431,0.00137615,0.00504587,0.194954,0.179358
24031007-003,3043,0.629642,0.000985869,0.00230036,0.0115018,0.158068,0.197502
